SPREAD_Commodity,SPREAD_ID,Feed_SPREAD,Production_crops_2010,Demand_LUTO_2010,Scenario,Domestic_diet,Global_diet,Convergence,Imports,Year,domestic,exports,imports,imp_mult,Total_demand,Demand_mult,CF,New_demand
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2028,862196.421305894,1358628.56611135,8860.094044921365,NA,2211964.8933723224,NA,1,2856903.2487842087
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2029,862843.505025159,1369550.72782423,8906.250136976503,NA,2223487.9827124123,NA,1,2871786.1031506467
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2030,863602.298348795,1379993.93246982,8950.941076632125,NA,2234645.2897419827,NA,1,2886196.52476085
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2031,863448.468705453,1389962.7853336,8990.098610106792,NA,2244421.155428946,NA,1,2898822.720829533
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2032,863408.356477437,1399463.14697425,9027.840755462346,NA,2253843.6626962246,NA,1,2910992.5304428046
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2033,863482.95682546,1408502.01501863,9064.199400330628,NA,2262920.7724437597,NA,1,2922716.2356449096
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2034,863673.160004885,1417087.39753875,9099.210045040483,NA,2271661.3474985943,NA,1,2934005.2833803506
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2035,863979.757813586,1425228.18169951,9132.911304305331,NA,2280075.028208791,NA,1,2944872.1248149574
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2036,863735.342978557,1432934.00122954,9162.67895717284,NA,2287506.6652509244,NA,1,2954470.5899954275
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2037,863608.317754026,1440215.10594688,9191.220520542427,NA,2294632.203180364,NA,1,2963673.707332843
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2038,863598.94575006794,1447082.23612036,9218.579894947681,NA,2301462.60197548,NA,1,2972495.632385419
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2039,863707.418139399,1453546.50391812,9244.802175640849,NA,2308009.1198818777,NA,1,2980950.905943806
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2040,863933.860425886,1459619.28363779,9269.933241663884,NA,2314283.210822012,NA,1,2989054.32152863
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2041,863738.655628797,1465312.11186816,9291.866289480986,NA,2319758.901207476,NA,1,2996126.5484425565
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2042,863661.260002717,1470636.59823219,9312.799824389804,NA,2324985.0584105174,NA,1,3002876.486263343
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2043,863701.419269855,1475604.34692641,9332.779127467415,NA,2329972.9870687975,NA,1,3009318.735700141
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2044,863858.838119997,1480226.88891197,9351.849023913695,NA,2334733.878008053,NA,1,3015467.750466253
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2045,864133.185550783,1484515.62433232,9370.053674629036,NA,2339278.756208474,NA,1,3021337.770074166
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2046,863947.725606831,1488481.77452724,9385.136930341705,NA,2343044.3632037295,NA,1,3026201.3078683796
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2047,863878.15310898,1492136.34287556,9399.439453307617,NA,2346615.056531233,NA,1,3030813.1013911073
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2048,863923.827566088,1495490.08362005,9413.0015928524,NA,2350000.909593286,NA,1,3035186.1611272134
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2049,864084.092172436,1498553.47779643,9425.862543240448,NA,2353211.7074256255,NA,1,3039333.1251165085
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2050,864358.277534682,1501336.71539422,9438.060287373597,NA,2356256.9326415285,NA,1,3043266.24079961
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2010,852154,2085349.5,8235.5,NA,2929268,NA,1,2963652.209562074
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2011,964895.06831697,1418577.2369151788,8235.5,NA,2375236.805232149,NA,1,2782123.1409658473
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2012,842670.566415991,1180255.708340001,8235.5,NA,2014690.7747559922,NA,1,2551019.320559531
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2013,816692.985797527,1181431.0056030033,8235.5,NA,1989888.4914005303,NA,1,2528687.9692658912
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2014,837255.402118037,1427072.598832117,8235.5,NA,2256092.500950154,NA,1,2656051.895434786
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2015,838261.847131001,2325700.09212208,8235.5,NA,3155726.439253081,NA,1,2994451.5488464674
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2016,838977.139187205,2114259.856454538,8235.5,NA,2945001.4956417433,NA,1,2936607.595856044
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2017,839333.204286284,1957559.732659423,8235.5,NA,2788657.436945707,NA,1,2897240.726119912
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2018,839345.040569161,1828551.653819337,8235.5,NA,2659661.194388498,NA,1,2866811.3720837496
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2019,852463.103929379,1716768.295045021,8235.5,NA,2560995.8989744,NA,1,2858985.0962107712
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2020,854421.780967049,1616867.509892787,8235.5,NA,2463053.790859836,NA,1,2840524.5083549703
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2021,855521.809081072,1525698.939497313,8235.5,NA,2372985.248578385,NA,1,2823611.836683652
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2022,856717.550666691,1441228.794698797,8235.5,NA,2289710.8453654884,NA,1,2808753.271441126
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2023,858011.8837058,1362059.6702208112,8235.5,NA,2211836.0539266113,NA,1,2795452.1288687857
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2024,859407.624059784,1310107.67579237,8235.5,NA,2161279.799852154,NA,1,2791439.999897859
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2025,860907.51125067,1322963.23515417,8235.5,NA,2175635.24640484,NA,1,2809981.0364292255
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2026,861230.331747558,1335335.84855373,8235.5,NA,2188330.680301288,NA,1,2826378.0536025823
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2027,861659.313331654,1347224.20350573,8235.5,NA,2200648.016837384,NA,1,2842286.732294445
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2028,862196.421305894,1358628.56611135,8235.5,NA,2212589.487417244,NA,1,2857709.9545151424
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2029,862843.505025159,1369550.72782423,8235.5,NA,2224158.732849389,NA,1,2872652.422616743
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2030,863602.298348795,1379993.93246982,8235.5,NA,2235360.730818615,NA,1,2887120.565618038
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2031,863448.468705453,1389962.7853336,8235.5,NA,2245175.754039053,NA,1,2899797.336307022
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2032,863408.356477437,1399463.14697425,8235.5,NA,2254636.003451687,NA,1,2912015.8924704776
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2033,863482.95682546,1408502.01501863,8235.5,NA,2263749.47184409,NA,1,2923786.557337701
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2034,863673.160004885,1417087.39753875,8235.5,NA,2272525.057543635,NA,1,2935120.823704285
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2035,863979.757813586,1425228.18169951,8235.5,NA,2280972.439513096,NA,1,2946031.192609589
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2036,863735.342978557,1432934.00122954,8235.5,NA,2288433.844208097,NA,1,2955668.1047402984
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2037,863608.317754026,1440215.10594688,8235.5,NA,2295587.9237009063,NA,1,2964908.085449896
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2038,863598.94575006794,1447082.23612036,8235.5,NA,2302445.681870428,NA,1,2973765.346997123
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2039,863707.418139399,1453546.50391812,8235.5,NA,2309018.4220575187,NA,1,2982254.488416219
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2040,863933.860425886,1459619.28363779,8235.5,NA,2315317.644063676,NA,1,2990390.3624837166
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2041,863738.655628797,1465312.11186816,8235.5,NA,2320815.267496957,NA,1,2997490.9174220855
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2042,863661.260002717,1470636.59823219,8235.5,NA,2326062.358234907,NA,1,3004267.892328347
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2043,863701.419269855,1475604.34692641,8235.5,NA,2331070.266196265,NA,1,3010735.9463952463
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2044,863858.838119997,1480226.88891197,8235.5,NA,2335850.2270319667,NA,1,3016909.591230883
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2045,864133.185550783,1484515.62433232,8235.5,NA,2340413.309883103,NA,1,3022803.123384555
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2046,863947.725606831,1488481.77452724,8235.5,NA,2344194.0001340713,NA,1,3027686.142230379
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2047,863878.15310898,1492136.34287556,8235.5,NA,2347778.9959845403,NA,1,3032316.408435222
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2048,863923.827566088,1495490.08362005,8235.5,NA,2351178.411186138,NA,1,3036706.9845978506
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2049,864084.092172436,1498553.47779643,8235.5,NA,2354402.069968866,NA,1,3040870.5593801374
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Trend,2050,864358.277534682,1501336.71539422,8235.5,NA,2357459.492928902,NA,1,3044819.4292802
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2010,852154,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2011,964895.06831697,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2012,842670.566415991,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2013,816692.985797527,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2014,837255.402118037,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2015,838261.847131001,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2016,838977.139187205,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2017,839333.204286284,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2018,839345.040569161,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2019,852463.103929379,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2020,854421.780967049,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2021,855521.809081072,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2022,856717.550666691,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2023,858011.8837058,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2024,859407.624059784,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2025,860907.51125067,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2026,861230.331747558,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2027,861659.313331654,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2028,862196.421305894,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2029,862843.505025159,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2030,863602.298348795,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2031,863448.468705453,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2032,863408.356477437,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2033,863482.95682546,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2034,863673.160004885,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2035,863979.757813586,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2036,863735.342978557,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2037,863608.317754026,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2038,863598.94575006794,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2039,863707.418139399,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2040,863933.860425886,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2041,863738.655628797,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2042,863661.260002717,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2043,863701.419269855,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2044,863858.838119997,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2045,864133.185550783,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2046,863947.725606831,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2047,863878.15310898,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2048,863923.827566088,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2049,864084.092172436,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Static,2050,864358.277534682,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2010,852154,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2011,964895.06831697,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2012,842670.566415991,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2013,816692.985797527,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2014,837255.402118037,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2015,838261.847131001,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2016,838977.139187205,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2017,839333.204286284,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2018,839345.040569161,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2019,852463.103929379,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2020,854421.780967049,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2021,855521.809081072,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2022,856717.550666691,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2023,858011.8837058,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2024,859407.624059784,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2025,860907.51125067,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2026,861230.331747558,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2027,861659.313331654,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2028,862196.421305894,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2029,862843.505025159,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2030,863602.298348795,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2031,863448.468705453,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2032,863408.356477437,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2033,863482.95682546,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2034,863673.160004885,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2035,863979.757813586,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2036,863735.342978557,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2037,863608.317754026,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2038,863598.94575006794,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2039,863707.418139399,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2040,863933.860425886,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2041,863738.655628797,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2042,863661.260002717,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2043,863701.419269855,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2044,863858.838119997,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2045,864133.185550783,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2046,863947.725606831,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2047,863878.15310898,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2048,863923.827566088,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2049,864084.092172436,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,NA,2050,Trend,2050,864358.277534682,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2010,852154,2085349.5,8235.5,NA,2929268,NA,1,2963652.209562074
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2011,964895.06831697,2715845.16146342,9554.239249128708,NA,3671185.990531261,NA,1,3534503.8106882162
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2012,842670.566415991,2477523.63288823,9112.758581379758,NA,3311081.440722841,NA,1,3303970.192619973
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2013,816692.985797527,2478698.93015124,9055.045455038307,NA,3286336.870493729,NA,1,3281713.3817580855
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2014,852741.269913062,2724340.5233803596,9258.892184167398,NA,3567822.9011092545,NA,1,3428815.078522691
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2015,858186.381621056,3622968.0166703,9365.587425084575,NA,4471788.810866271,NA,1,3772809.7679848713
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2016,862526.058348953,3814967.1052955,9450.581473847305,NA,4668042.582170606,NA,1,3861981.859286938
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2017,866017.724645445,3968438.7890634,9531.001860082128,NA,4824925.511848763,NA,1,3936188.966217136
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2018,868826.40196504,4101263.76052456,9607.59119233192,NA,4960482.571297268,NA,1,4001972.814585742
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2019,884998.741003846,4220465.40464494,9736.468978980392,NA,5095727.676669805,NA,1,4079900.2832400175
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2020,889439.522037015,4329701.50468245,9817.591623782635,NA,5209323.435095683,NA,1,4138996.8164763357
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2021,892840.005003662,4431183.48800595,9893.682796566405,NA,5314129.810213046,NA,1,4193812.6421372793
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2022,896217.782695994,4526380.57642151,9968.867773129981,NA,5412629.491344374,NA,1,4246190.600634018
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2023,899595.87948723,4616334.77304194,10043.299049162662,NA,5505887.3534800075,NA,1,4296542.201389957
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2024,902992.697612161,4701821.27630382,10117.105709101139,NA,5594696.86820688,NA,1,4345177.694801823
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2025,906423.3635967,4783438.11172368,10190.398756845734,NA,5679671.076563533,NA,1,4392339.423920538
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2026,908546.194842421,4861659.85536124,10257.871125564663,NA,5759948.1790780965,NA,1,4436479.576271325
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2027,910717.985478322,4936871.66718558,10324.976494745075,NA,5837264.676169157,NA,1,4479488.986590878
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2028,912947.928253485,5009391.84439861,10391.787356671299,NA,5911947.985295424,NA,1,4521500.182155356
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2029,915244.035488026,5079487.33983987,10458.366784940461,NA,5984273.008542955,NA,1,4562624.951401079
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2030,917613.359354929,5147384.78743665,10524.769518272366,NA,6054473.377273306,NA,1,4602958.56591694
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2031,918970.233808879,5213278.55580018,10586.686587719829,NA,6121662.103021339,NA,1,4641178.226944086
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2032,920407.461378628,5277336.77566756,10648.49617349279,NA,6187095.740872696,NA,1,4678753.365182905
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2033,921929.759540302,5339705.94867145,10710.231845510769,NA,6250925.476366241,NA,1,4715745.197928966
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2034,923541.341700025,5400514.53885065,10771.921866735807,NA,6313283.95868394,NA,1,4752207.157705533
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2035,925245.985698762,5459875.8188125,10833.589822326201,NA,6374288.214688936,NA,1,4788186.068008304
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2036,926330.565078766,5517890.15885978,10892.396589903792,NA,6433328.327348642,NA,1,4822801.358672072
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2037,927512.289519053,5574646.892149771,10951.207217329798,NA,6491207.9744514935,NA,1,4857008.04961085
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2038,928793.701015477,5630225.85168641,11010.03366122714,NA,6548009.519040659,NA,1,4890838.007050085
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2039,930177.077129493,5684698.64933886,11068.885256446318,NA,6603806.841211907,NA,1,4924319.489351171
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2040,931664.46149799,5738129.749189001,11127.769136067764,NA,6658666.441550922,NA,1,4957477.634818418
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2041,932674.934038232,5790577.37481226,11184.36567343305,NA,6712067.943177059,NA,1,4989585.213012285
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2042,933791.143650098,5842094.28094864,11240.996607335108,NA,6764644.427991403,NA,1,5021409.720615832
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2043,935014.376265139,5892728.41333385,11297.66376331102,NA,6816445.125835678,NA,1,5052968.957632378
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2044,936345.768951574,5942523.47549826,11354.368024718424,NA,6867514.876425115,NA,1,5084278.95408247
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2045,937786.32634509,5991519.41760649,11411.109559284323,NA,6917894.634392295,NA,1,5115354.201314694
Beef,NA,NA,NA,NA,AgS3,BAU,BAU,2050,Static,2046,938710.683601794,6039752.8595568305,11465.389550358394,NA,6966998.153608266,NA,1,5145402.232152637
