SPREAD_Commodity,SPREAD_ID,Feed_SPREAD,Production_crops_2010,Demand_LUTO_2010,Scenario,Domestic_diet,Global_diet,Convergence,Imports,Year,domestic,exports,imports,imp_mult,Total_demand,Demand_mult,CF,New_demand
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2029,915244.035488026,5079487.33983987,8235.5,NA,5986495.875327896,NA,1,4565495.935185017
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2030,917613.359354929,5147384.78743665,8235.5,NA,6056762.646791579,NA,1,4605915.3133516265
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2031,918970.233808879,5213278.55580018,8235.5,NA,6124013.289609059,NA,1,4644214.944489233
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2032,920407.461378628,5277336.77566756,8235.5,NA,6189508.737046188,NA,1,4681869.914016032
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2033,921929.759540302,5339705.94867145,8235.5,NA,6253400.208211752,NA,1,4718941.482585425
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2034,923541.341700025,5400514.53885065,8235.5,NA,6315820.380550675,NA,1,4755483.119224217
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2035,925245.985698762,5459875.8188125,8235.5,NA,6376886.304511262,NA,1,4791541.677889942
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2036,926330.565078766,5517890.15885978,8235.5,NA,6435985.223938546,NA,1,4826232.92149756
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2037,927512.289519053,5574646.892149771,8235.5,NA,6493923.681668824,NA,1,4860515.570365444
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2038,928793.701015477,5630225.85168641,8235.5,NA,6550784.052701887,NA,1,4894421.506161834
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2039,930177.077129493,5684698.64933886,8235.5,NA,6606640.226468353,NA,1,4927978.999304721
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2040,931664.46149799,5738129.749189001,8235.5,NA,6661558.71068699,NA,1,4961213.197311271
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2041,932674.934038232,5790577.37481226,8235.5,NA,6715016.808850491,NA,1,4993393.873786198
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2042,933791.143650098,5842094.28094864,8235.5,NA,6767649.924598739,NA,1,5025291.524096273
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2043,935014.376265139,5892728.41333385,8235.5,NA,6819507.289598988,NA,1,5056923.950602621
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2044,936345.768951574,5942523.47549826,8235.5,NA,6870633.744449833,NA,1,5088307.1844667075
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2045,937786.32634509,5991519.41760649,8235.5,NA,6921070.24395158,NA,1,5119455.7172537465
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2046,938710.683601794,6039752.8595568305,8235.5,NA,6970228.043158624,NA,1,5149573.854395505
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2047,939744.077428187,6087257.45834709,8235.5,NA,7018766.035775277,NA,1,5179480.107165348
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2048,940886.975974619,6134064.22797555,8235.5,NA,7066715.703950169,NA,1,5209185.158921444
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2049,942139.763597021,6180201.8187607005,8235.5,NA,7114106.082357721,NA,1,5238698.803685785
Beef,NA,NA,NA,NA,AgS1,BAU,BAU,2050,Trend,2050,943502.750576182,6225696.76184842,8235.5,NA,7160964.012424602,NA,1,5268030.058222245
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2010,852154,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2011,964895.06831697,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2012,842670.566415991,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2013,816692.985797527,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2014,852741.269913062,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2015,858186.381621056,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2016,862526.058348953,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2017,866017.724645445,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2018,868826.40196504,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2019,884998.741003846,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2020,889439.522037015,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2021,892840.005003662,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2022,896217.782695994,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2023,899595.87948723,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2024,902992.697612161,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2025,906423.3635967,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2026,908546.194842421,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2027,910717.985478322,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2028,912947.928253485,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2029,915244.035488026,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2030,917613.359354929,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2031,918970.233808879,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2032,920407.461378628,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2033,921929.759540302,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2034,923541.341700025,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2035,925245.985698762,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2036,926330.565078766,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2037,927512.289519053,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2038,928793.701015477,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2039,930177.077129493,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2040,931664.46149799,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2041,932674.934038232,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2042,933791.143650098,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2043,935014.376265139,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2044,936345.768951574,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2045,937786.32634509,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2046,938710.683601794,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2047,939744.077428187,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2048,940886.975974619,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2049,942139.763597021,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Static,2050,943502.750576182,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2010,852154,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2011,964895.06831697,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2012,842670.566415991,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2013,816692.985797527,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2014,852741.269913062,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2015,858186.381621056,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2016,862526.058348953,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2017,866017.724645445,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2018,868826.40196504,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2019,884998.741003846,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2020,889439.522037015,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2021,892840.005003662,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2022,896217.782695994,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2023,899595.87948723,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2024,902992.697612161,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2025,906423.3635967,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2026,908546.194842421,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2027,910717.985478322,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2028,912947.928253485,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2029,915244.035488026,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2030,917613.359354929,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2031,918970.233808879,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2032,920407.461378628,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2033,921929.759540302,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2034,923541.341700025,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2035,925245.985698762,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2036,926330.565078766,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2037,927512.289519053,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2038,928793.701015477,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2039,930177.077129493,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2040,931664.46149799,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2041,932674.934038232,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2042,933791.143650098,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2043,935014.376265139,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2044,936345.768951574,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2045,937786.32634509,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2046,938710.683601794,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2047,939744.077428187,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2048,940886.975974619,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2049,942139.763597021,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS1,BAU,NA,2050,Trend,2050,943502.750576182,NA,NA,NA,NA,NA,1,NA
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2010,852154,2085349.5,8235.5,NA,2929268,NA,1,2963652.209562074
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2011,964895.06831697,1418577.2369151788,8294.904392468097,NA,2375177.400839681,NA,1,2782046.416148766
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2012,842670.566415991,1180255.708340001,7853.423724719188,NA,2015072.8510312731,NA,1,2551512.798080537
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2013,816692.985797527,1181431.0056030033,7795.710598377696,NA,1990328.2808021526,NA,1,2529255.9872186356
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2014,837255.402118037,1427072.598832117,7937.775671676849,NA,2256390.225278477,NA,1,2656436.426673675
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2015,838261.847131001,2325700.09212208,8026.7626264504725,NA,3155935.1766266306,NA,1,2994721.147375098
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2016,838977.139187205,2114259.856454538,8096.9599985468285,NA,2945140.035643196,NA,1,2936786.5296996254
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2017,839333.204286284,1957559.732659423,8164.127854175007,NA,2788728.809091532,NA,1,2897332.90810521
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2018,839345.040569161,1828551.653819337,8228.265525345825,NA,2659668.428863152,NA,1,2866820.715900283
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2019,852463.103929379,1716768.295045021,8342.979399414564,NA,2560888.4195749853,NA,1,2858846.2792493063
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2020,854421.780967049,1616867.509892787,8411.411424549053,NA,2462877.8794352873,NA,1,2840297.3067742414
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2021,855521.809081072,1525698.939497313,8474.613653429373,NA,2372746.1349249557,NA,1,2823303.0051215612
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2022,856717.550666691,1441228.794698797,8536.356367553331,NA,2289409.9889979353,NA,1,2808364.6949603437
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2023,858011.8837058,1362059.6702208112,8596.620084559625,NA,2211474.933842052,NA,1,2794985.7176947794
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2024,859407.624059784,1310107.67579237,8655.391441241223,NA,2160859.908410913,NA,1,2790897.681515586
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2025,860907.51125067,1322963.23515417,8712.66322413014,NA,2175158.08318071,NA,1,2809364.7476403294
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2026,861230.331747558,1335335.84855373,8763.312302243416,NA,2187802.8679990447,NA,1,2825696.348081149
Beef,NA,NA,NA,NA,AgS2,BAU,BAU,2050,Static,2027,861659.313331654,1347224.20350573,8812.452941740486,NA,2200071.0638956437,NA,1,2841541.558291642
